aX,aY,aZ,gX,gY,gZ,ss
0.257,-0.321,-0.806,5.127,2.380,-10.498,48.12
0.250,-0.405,-0.884,4.028,1.587,-10.376,48.12
0.143,-0.372,-1.024,4.272,1.648,-10.376,48.12
0.150,-0.332,-1.074,5.737,2.258,-10.254,48.12
0.122,-0.327,-0.904,5.066,0.854,-10.193,48.12
0.103,-0.380,-0.975,4.150,-1.282,-10.437,48.12
0.151,-0.303,-1.198,4.211,-1.770,-10.132,48.12
0.281,-0.256,-1.206,4.761,1.831,-10.132,48.12
0.181,-0.219,-0.733,6.287,3.723,-9.583,48.12
0.096,-0.283,-0.700,4.272,2.808,-10.010,48.12
0.008,-0.327,-0.931,3.601,-0.305,-10.254,48.12
0.063,-0.352,-1.035,4.272,-1.160,-10.254,48.12
0.088,-0.306,-0.900,4.883,-1.282,-10.010,48.12
0.140,-0.225,-0.940,4.517,-1.526,-10.071,48.12
0.180,-0.234,-1.071,3.784,-1.221,-9.827,48.12
0.173,-0.245,-0.825,3.662,1.648,-10.437,48.12
0.118,-0.207,-0.671,3.723,2.075,-10.437,48.12
0.086,-0.235,-0.685,2.502,-0.122,-10.681,48.12
0.132,-0.292,-0.800,1.709,-1.709,-11.047,48.12
0.248,-0.315,-0.924,2.258,-2.319,-10.925,48.12
0.266,-0.259,-0.841,2.563,-1.953,-10.559,48.12
0.195,-0.249,-0.933,2.136,-1.892,-10.742,48.12
0.130,-0.288,-1.096,2.197,-2.075,-10.681,48.12
0.118,-0.273,-1.123,2.380,-1.892,-11.047,48.12
0.126,-0.203,-1.005,2.136,-2.075,-10.986,48.12
0.161,-0.228,-0.979,2.136,-1.709,-11.230,48.12
0.187,-0.311,-1.039,1.831,-1.221,-11.108,48.12
0.136,-0.258,-0.951,1.709,-0.366,-10.742,48.12
0.138,-0.247,-0.845,2.197,-0.549,-10.742,48.12
0.241,-0.318,-0.883,1.465,-1.343,-11.047,48.12
0.335,-0.422,-0.933,1.526,-1.587,-10.864,48.12
0.301,-0.370,-0.746,2.380,-0.732,-10.559,48.12
0.234,-0.334,-0.738,3.235,-1.404,-10.498,48.12
0.234,-0.371,-0.962,2.502,-2.197,-10.864,48.12
0.161,-0.378,-1.039,2.563,-2.869,-10.864,48.12
0.115,-0.315,-1.137,3.418,-2.991,-10.376,48.12
0.171,-0.228,-0.987,3.662,-1.587,-10.193,48.12
0.173,-0.325,-0.858,2.563,-0.977,-10.132,48.12
0.029,-0.407,-0.753,2.625,-0.854,-10.376,48.12
-0.017,-0.406,-0.935,3.662,-2.136,-9.949,48.12
-0.003,-0.376,-0.901,4.028,-2.808,-10.315,48.12
0.042,-0.382,-0.924,2.869,-3.784,-10.620,50.92
0.107,-0.368,-1.046,3.235,-3.967,-10.193,50.92
0.195,-0.333,-1.076,4.028,-2.197,-9.644,50.92
0.211,-0.218,-0.668,4.272,-0.427,-9.644,50.92
0.157,-0.221,-0.617,4.089,-2.014,-9.705,50.92
0.125,-0.335,-0.803,3.357,-3.174,-10.254,50.92
0.193,-0.391,-0.846,3.906,-3.418,-10.376,50.92
0.274,-0.375,-0.778,3.784,-2.991,-10.010,50.92
0.279,-0.389,-0.756,2.991,-3.235,-10.193,50.92
0.221,-0.415,-1.024,3.418,-3.723,-10.254,50.92
0.205,-0.349,-1.120,4.272,-2.502,-9.827,50.92
0.236,-0.286,-0.843,4.883,-1.648,-9.644,50.92
0.206,-0.286,-0.750,4.395,-2.563,-10.071,50.92
0.203,-0.350,-0.961,4.272,-3.052,-10.132,50.92
0.185,-0.350,-1.047,4.517,-2.319,-9.949,50.92
0.161,-0.333,-0.861,5.005,-1.282,-9.644,50.92
0.159,-0.342,-0.718,5.005,-2.014,-9.644,50.92
0.184,-0.354,-0.924,4.028,-2.625,-10.132,50.92
0.177,-0.330,-0.858,4.517,-2.014,-9.521,50.92
0.207,-0.299,-0.784,5.371,-2.136,-9.277,50.92
0.210,-0.304,-0.805,5.920,-2.319,-9.460,50.92
0.135,-0.339,-0.918,5.371,-2.563,-9.399,50.92
0.098,-0.404,-1.021,5.432,-2.747,-9.583,50.92
0.194,-0.344,-0.977,5.737,-2.380,-9.583,50.92
0.220,-0.274,-0.838,5.371,-1.892,-9.583,50.92
0.146,-0.264,-0.810,5.066,-2.136,-9.766,50.92
0.149,-0.315,-0.962,5.493,-2.380,-9.583,50.92
0.229,-0.278,-0.930,5.554,-2.136,-9.460,50.92
0.186,-0.283,-0.737,5.005,-1.953,-9.338,50.92
0.146,-0.383,-0.886,3.967,-2.930,-9.644,50.92
0.226,-0.412,-1.084,4.639,-2.869,-9.521,50.92
0.272,-0.294,-0.963,5.432,-1.648,-9.033,50.92
0.203,-0.214,-0.781,5.432,-1.892,-9.216,50.92
0.183,-0.237,-0.971,4.639,-2.930,-9.460,50.92
0.237,-0.311,-1.130,4.700,-2.136,-9.766,50.92
0.240,-0.305,-0.834,4.822,-1.282,-9.705,50.92
0.189,-0.292,-0.698,5.127,-2.014,-9.827,50.92
0.139,-0.316,-0.947,4.211,-2.869,-9.766,50.92
0.168,-0.277,-1.024,4.700,-2.625,-9.644,50.92
0.192,-0.222,-0.893,5.676,-1.953,-9.399,50.92
0.223,-0.243,-0.908,5.127,-1.953,-9.888,50.92
0.238,-0.277,-0.917,3.540,-2.075,-10.376,50.92
0.230,-0.317,-1.017,3.845,-1.892,-10.254,50.92
0.238,-0.265,-0.828,4.517,-1.343,-9.583,50.92

0.150,-0.055,-1.057,1.770,0.977,-0.305,61.26
0.119,-0.010,-0.912,1.953,0.977,-0.610,61.26
0.129,-0.007,-1.006,0.793,0.671,-0.671,61.26
0.125,-0.041,-0.902,0.977,1.343,-0.549,61.26
0.146,-0.050,-0.806,1.282,0.732,-0.305,61.26
0.200,-0.031,-1.005,1.587,-0.916,-0.244,61.26
0.272,-0.011,-1.100,1.282,-0.488,-0.488,61.26
0.226,0.011,-0.974,1.831,1.282,-0.183,61.26
0.154,-0.016,-0.814,1.465,1.099,-0.305,61.26
0.152,-0.044,-0.974,0.732,0.061,-0.671,61.26
0.179,-0.043,-1.013,0.793,0.122,-0.916,61.26
0.176,-0.007,-0.900,1.038,-0.183,-0.732,61.26
0.217,-0.052,-1.101,1.099,-1.343,-0.793,61.26
0.222,-0.099,-1.017,1.038,0.366,-0.305,61.26
0.211,-0.085,-0.920,1.709,1.892,-0.305,61.26
0.196,-0.028,-0.950,1.892,0.793,-0.122,61.26
0.215,0.000,-1.178,1.038,-0.610,-0.549,61.26
0.196,-0.008,-0.965,0.854,0.244,-0.671,61.26
0.191,-0.034,-0.827,0.671,-0.061,-0.671,61.26
0.163,-0.042,-0.976,0.488,-0.977,-0.671,61.26
0.171,-0.007,-1.145,0.977,0.000,-0.427,61.26
0.148,0.074,-0.973,1.404,0.977,-0.305,61.26
0.183,0.039,-0.890,1.221,0.366,-0.366,61.26
0.206,-0.066,-0.944,0.305,0.000,-0.488,62.16
0.183,-0.072,-0.892,0.305,0.549,-0.610,62.16
0.218,-0.002,-0.965,0.854,-0.671,-0.366,62.16
0.309,-0.035,-1.307,0.427,-1.587,-0.427,62.16
0.285,-0.044,-1.070,1.038,0.977,0.122,62.16
0.193,0.009,-0.731,1.648,1.770,-0.122,62.16
0.171,0.018,-0.808,0.671,-0.427,-0.366,62.16
0.177,-0.008,-1.165,-0.305,-1.526,-0.671,62.16
0.188,-0.003,-1.115,0.916,0.000,-0.671,62.16
0.190,0.036,-0.903,0.732,-0.061,-0.488,62.16
0.169,0.035,-1.161,-0.244,-0.610,-0.793,62.16
0.183,0.023,-1.067,0.061,1.038,-0.854,62.16
0.153,-0.006,-0.788,0.427,2.441,-0.610,62.16
0.215,-0.009,-0.769,0.122,0.366,-0.793,62.16
0.294,-0.007,-0.980,-0.854,-0.732,-0.977,62.16
0.307,-0.114,-0.934,-0.916,0.305,-0.793,62.16
0.342,-0.110,-0.981,0.488,-0.183,-0.366,62.16
0.340,-0.085,-1.196,0.488,-0.854,-0.549,62.16
0.281,-0.076,-1.198,1.038,0.122,-0.244,62.16
0.216,-0.074,-1.037,1.343,1.099,0.000,62.16
0.166,-0.063,-1.037,1.831,-0.305,0.061,62.16
0.127,-0.050,-1.260,1.343,-0.549,-0.549,62.16
0.071,-0.066,-1.105,1.587,1.282,-0.610,62.16
0.155,-0.009,-0.927,1.831,0.732,-0.061,62.16
0.238,-0.011,-1.236,1.587,0.244,-0.610,62.16
0.215,-0.040,-1.011,0.977,3.235,-0.793,62.16
0.224,-0.040,-0.815,1.465,3.052,-0.305,62.16
0.261,-0.013,-0.838,1.282,0.610,-0.244,62.16
0.276,0.007,-0.978,0.793,-0.061,-0.610,62.16
0.277,-0.013,-0.940,0.610,0.000,-0.916,62.16
0.267,-0.037,-0.855,0.732,0.000,-0.488,62.16
0.266,-0.039,-1.058,1.465,-0.183,-0.488,62.16
0.240,0.083,-1.074,1.526,1.160,-0.366,62.16
0.123,0.061,-0.834,1.038,2.197,-0.366,62.16
0.118,-0.040,-1.054,0.671,0.122,-0.122,62.16
0.159,-0.091,-1.054,0.427,1.160,-0.488,62.16
0.115,-0.079,-0.802,1.099,2.197,-0.427,62.16
0.152,-0.030,-1.024,1.221,-0.183,-0.183,62.16
0.280,-0.023,-1.178,0.793,0.244,-0.244,62.16
0.292,-0.041,-0.932,1.160,3.052,-0.183,62.16
0.218,-0.003,-0.739,2.197,3.540,0.366,62.16
0.222,0.068,-0.863,1.038,1.160,-0.488,62.16
0.218,-0.051,-1.082,0.061,15.503,-0.610,62.16
0.153,-0.095,-0.911,0.732,1.038,-0.488,62.16
0.194,-0.021,-0.873,1.282,0.183,0.183,62.16
0.198,-0.015,-1.167,1.038,-0.671,-0.244,62.16
0.192,-0.123,-1.230,0.244,1.648,-0.610,62.16
0.141,-0.135,-0.899,1.526,3.601,-0.366,62.16
0.194,-0.072,-0.876,2.014,2.136,0.000,62.16
0.202,0.007,-1.140,1.343,0.427,-0.122,62.16
0.202,-0.017,-1.042,1.343,0.977,-0.244,62.16
0.249,-0.010,-0.912,1.404,1.648,-0.305,62.16
0.245,0.021,-0.975,1.648,1.526,-0.549,62.16
0.160,-0.000,-0.904,0.671,1.587,-0.671,62.16
0.190,-0.036,-0.943,0.610,0.427,-0.427,62.16
0.320,0.036,-1.076,0.854,-0.122,0.061,62.16
0.253,0.024,-1.161,0.732,1.160,-0.366,62.16
0.147,-0.018,-0.897,1.282,2.136,-0.305,62.16
0.221,0.071,-0.990,1.282,0.549,-0.366,62.16
0.230,0.060,-1.155,0.488,0.061,-0.793,62.16
0.179,-0.063,-1.191,-0.427,0.977,-1.099,62.16
0.132,-0.112,-0.967,-0.244,2.197,-0.427,62.83
0.097,-0.123,-0.825,0.427,1.099,-0.305,62.83
0.111,-0.034,-1.024,0.854,0.488,-0.183,62.83
0.148,0.011,-1.011,1.648,1.770,0.244,62.83
0.138,-0.087,-0.560,2.075,2.686,0.244,62.83
0.085,-0.105,-0.689,0.610,1.404,-0.427,62.83
0.094,-0.071,-0.821,0.183,-0.793,-0.793,62.83
0.040,-0.148,-1.229,0.122,-2.014,-0.305,62.83
0.340,-0.090,-1.245,1.709,-1.831,0.061,62.83
0.586,0.039,-1.241,2.441,0.305,0.488,62.83
0.524,0.036,-1.180,1.160,2.808,0.061,62.83
0.288,-0.069,-0.940,1.709,2.747,-0.244,62.83
0.324,-0.035,-1.415,2.136,0.244,-0.488,62.83
0.220,-0.027,-1.188,1.526,0.916,-0.671,62.83
0.190,-0.039,-0.938,0.366,-0.183,-1.160,62.83
0.242,0.047,-1.124,1.526,-0.061,-0.061,62.83
0.148,0.098,-1.036,1.038,2.380,-0.183,62.83
0.161,-0.004,-1.176,1.404,3.113,-0.244,62.83
0.281,-0.021,-0.912,2.014,3.235,-0.427,62.83
0.226,-0.078,-0.820,1.099,2.075,-0.854,62.83
0.202,-0.183,-0.944,-0.366,0.916,-0.610,62.83
0.155,-0.093,-0.848,1.892,1.282,0.061,62.83
0.102,0.069,-1.046,2.502,0.671,0.305,62.83
0.024,0.091,-1.056,0.793,1.221,-0.366,62.83
0.015,-0.027,-0.721,0.671,2.441,-0.671,62.83
0.056,-0.108,-0.793,0.854,1.465,-0.366,62.83
0.131,-0.089,-0.908,1.831,0.183,-0.366,62.83
0.359,0.019,-1.115,2.197,0.183,0.000,62.83
0.387,0.079,-1.189,1.587,0.732,-0.061,62.83
0.350,0.111,-1.034,1.465,2.258,-0.488,62.83
0.331,-0.106,-1.087,0.305,2.686,-0.610,62.83
0.171,-0.256,-0.816,1.343,2.563,-0.549,62.83
0.235,-0.173,-0.960,0.793,-1.404,-0.549,62.83
0.353,-0.045,-1.392,1.648,-2.258,0.000,62.83
0.436,-0.015,-1.598,2.563,1.282,0.305,62.83
0.206,-0.001,-1.067,2.686,6.165,0.244,62.83
0.079,-0.065,-0.736,2.441,3.967,0.305,62.83
0.214,-0.173,-1.196,1.404,0.549,-0.549,62.83
0.208,-0.235,-1.207,1.526,2.808,-0.122,62.83
0.186,-0.164,-0.662,2.869,3.357,0.000,62.83
0.219,-0.071,-0.868,3.357,0.671,0.427,62.83
0.308,0.041,-1.244,2.563,1.770,0.183,62.83
0.183,0.154,-1.086,2.869,3.479,0.061,62.83
0.120,0.205,-0.830,2.991,2.075,-0.183,62.83
0.186,0.029,-1.001,2.197,1.160,-0.488,62.83
0.130,-0.094,-0.806,1.038,2.441,-0.671,62.83
0.093,-0.046,-0.657,1.221,2.014,-0.549,62.83
0.103,0.117,-1.154,2.075,-1.526,-0.122,62.83
0.251,0.174,-1.479,2.014,-1.038,-0.244,62.83
0.161,0.139,-0.929,1.709,3.540,-0.244,62.83
0.094,0.010,-0.855,0.854,3.418,0.427,62.83
0.137,-0.123,-1.197,0.732,0.000,-0.061,62.83
0.227,-0.252,-1.028,0.793,1.465,-0.183,62.83
0.099,-0.297,-0.818,1.892,2.991,0.183,62.83
0.139,-0.158,-0.803,2.686,0.671,0.427,62.83
0.326,-0.012,-1.170,3.174,0.977,0.916,62.83
0.421,0.061,-0.965,3.418,6.775,0.732,62.83
0.362,0.002,-0.363,2.625,7.446,0.427,62.83
0.395,-0.092,-0.460,1.892,2.075,0.061,62.83
0.480,-0.153,-0.889,1.343,-0.305,-0.305,62.83
0.305,-0.112,-0.942,2.075,-1.343,-0.305,62.83
0.232,-0.011,-1.293,2.625,-2.563,0.061,62.83
0.136,0.037,-1.617,2.625,-2.136,-0.183,63.74
-0.002,0.010,-1.495,2.014,2.563,-0.610,63.74
-0.208,-0.004,-1.035,1.770,4.883,-0.732,63.74
-0.310,0.012,-0.901,2.380,3.906,-0.610,63.74
-0.198,0.050,-1.123,2.136,0.732,-0.427,63.74
0.005,0.055,-1.044,2.197,0.977,-0.244,63.74
0.160,0.042,-0.704,1.526,1.587,15.503,63.74
0.301,-0.028,-0.800,1.892,0.305,0.183,63.74
0.400,-0.034,-1.014,2.014,0.549,0.671,63.74
0.313,0.002,-0.896,2.136,2.625,0.427,63.74
0.164,-0.054,-0.694,2.136,1.404,0.427,63.74
0.221,-0.109,-0.955,1.831,-1.953,0.122,63.74
0.286,-0.046,-1.105,1.709,-1.343,0.122,63.74
0.196,0.016,-0.887,1.953,0.183,-0.122,63.74
0.194,0.054,-0.766,2.930,-0.305,0.366,63.74
0.239,0.063,-1.049,2.686,0.000,0.488,63.74
0.168,0.054,-0.992,2.686,2.869,0.305,63.74
0.027,0.000,-0.719,2.380,3.357,-0.061,63.74
-0.018,-0.067,-1.019,2.319,-0.183,0.000,63.74
0.148,-0.131,-1.218,1.587,-1.587,-0.061,63.74
0.236,-0.152,-1.027,2.014,-0.549,0.000,63.74
0.240,-0.101,-0.962,2.808,-0.488,0.732,63.74
0.358,-0.071,-1.128,2.747,-0.854,0.610,63.74
0.377,-0.050,-0.957,3.418,2.747,0.793,63.74
0.211,-0.057,-0.579,3.540,3.235,0.977,63.74
0.048,-0.087,-0.634,3.296,-1.282,0.671,63.74
0.114,-0.090,-1.341,2.563,-3.174,0.610,63.74
0.052,-0.038,-1.186,3.052,-1.770,0.549,63.74
0.004,0.029,-1.027,3.418,-1.770,0.671,63.74
0.035,0.118,-1.237,3.174,-1.648,0.793,63.74
0.066,0.069,-1.159,2.563,2.136,0.549,63.74
0.001,-0.049,-0.855,2.686,3.113,0.366,63.74
0.057,-0.005,-0.712,2.869,0.793,0.610,63.74
0.217,0.084,-0.875,2.502,-1.038,0.366,63.74
0.355,0.041,-0.796,2.380,-1.160,0.244,63.74
0.379,-0.025,-0.633,1.892,-1.099,0.427,63.74
0.317,0.030,-0.827,2.258,-1.648,0.854,63.74
0.333,0.010,-1.107,2.991,-2.869,1.038,63.74
0.233,0.015,-1.043,2.319,-1.587,0.366,63.74
0.086,-0.060,-0.862,1.953,-1.099,0.244,63.74
0.076,-0.104,-1.020,2.502,-2.441,0.610,63.74
0.162,-0.159,-1.312,2.686,-1.953,0.671,63.74
0.168,-0.020,-1.081,3.418,1.038,0.916,63.74
0.174,0.125,-0.842,3.540,0.183,1.099,63.74
0.324,0.085,-1.201,2.563,-0.854,0.732,63.74
0.341,-0.011,-0.972,2.197,2.747,0.366,63.74
0.213,-0.079,-0.530,2.808,2.319,0.916,63.74
0.180,-0.017,-0.758,2.991,-2.930,0.610,63.74
0.255,0.005,-1.336,1.770,-3.784,0.488,63.74
0.171,-0.053,-1.150,1.709,-1.160,0.549,63.74
0.108,-0.011,-0.708,3.174,0.366,0.854,63.74
0.176,0.077,-0.974,3.296,-0.916,1.160,63.74
0.182,0.152,-1.064,2.808,0.427,0.427,63.74
0.129,0.050,-0.928,2.197,0.732,0.244,63.74
0.095,-0.098,-0.861,2.197,0.061,0.488,63.74
0.235,-0.155,-0.995,2.319,-0.916,0.488,63.74
0.242,-0.013,-0.879,2.563,-0.244,0.854,63.74
0.169,0.029,-0.874,2.502,-0.793,0.671,63.74
0.183,-0.028,-1.131,2.136,-1.648,1.038,63.74
0.218,-0.081,-1.049,2.502,0.854,0.732,63.74
0.151,0.000,-0.647,3.235,2.441,0.916,63.74
0.088,0.053,-0.667,3.174,-1.526,0.671,63.74
0.261,0.005,-1.213,2.319,-3.113,0.916,63.74
0.378,0.020,-1.148,2.625,0.549,0.793,63.74
0.299,0.072,-0.820,2.869,2.197,0.854,64.54
0.154,0.094,-0.927,2.380,-0.916,0.610,64.54
0.185,0.013,-1.303,1.709,-1.587,0.244,64.54
0.162,-0.051,-1.091,2.197,0.305,0.244,64.54
0.208,-0.026,-0.844,2.441,0.000,0.488,64.54
0.238,-0.034,-1.019,2.747,-1.221,0.671,64.54
0.257,-0.070,-0.979,2.075,0.061,0.671,64.54
0.206,-0.033,-0.787,2.075,1.831,0.977,64.54
0.216,0.024,-0.971,3.052,0.000,0.916,64.54
0.286,0.089,-1.177,2.686,-0.793,0.854,64.54
0.228,0.072,-0.919,2.258,0.488,0.549,64.54
0.141,0.018,-0.665,2.258,0.732,0.488,64.54
0.127,-0.014,-0.932,2.075,-0.549,0.549,64.54
0.128,-0.055,-1.012,2.014,-0.122,0.793,64.54
0.120,0.046,-0.959,2.625,0.610,0.793,64.54
0.196,0.104,-0.904,2.319,-1.099,0.671,64.54
0.344,0.040,-1.131,1.465,-1.038,0.549,64.54
0.280,0.047,-1.011,1.831,1.526,0.427,64.54
0.177,0.076,-0.889,2.869,1.648,0.488,64.54
0.218,0.150,-1.019,2.502,-0.732,0.916,64.54
0.231,0.117,-1.244,1.038,-0.305,0.549,64.54
0.162,0.028,-0.964,0.732,0.793,0.122,64.54
0.171,-0.069,-0.782,0.366,0.977,-0.183,64.54
0.184,-0.106,-0.898,0.793,-0.427,0.305,64.54
0.214,-0.023,-1.030,1.770,-0.305,0.610,64.54
0.262,-0.006,-1.049,2.014,0.610,0.549,64.54
0.270,0.003,-0.830,2.502,1.465,0.854,64.54
0.242,0.023,-1.067,2.014,0.671,0.671,64.54

0.183,0.061,-1.015,0.488,3.174,0.977,66.07
0.219,0.012,-1.067,-0.305,3.235,0.671,66.07
0.197,-0.008,-1.010,-0.305,3.662,0.488,66.07
0.160,0.029,-0.902,-0.427,2.502,0.671,66.07
0.271,-0.017,-1.163,-0.549,2.258,0.732,66.07
0.261,-0.068,-1.052,0.122,3.845,1.099,66.07
0.191,-0.010,-0.937,1.160,4.211,0.977,66.07
0.213,0.078,-1.079,0.916,2.686,0.977,66.07
0.287,0.030,-1.128,0.061,2.136,0.488,66.07
0.228,0.074,-0.878,-0.061,3.235,0.610,66.07
0.240,0.089,-1.078,-0.427,1.343,0.854,66.07
0.315,0.052,-1.219,-0.122,1.404,0.610,66.07
0.323,0.000,-1.095,-0.732,3.296,0.366,66.07
0.252,0.002,-0.911,0.244,2.563,0.610,66.07
0.303,-0.081,-1.202,0.244,1.160,0.916,66.07
0.329,-0.048,-1.298,1.343,2.197,1.221,66.07
0.240,0.054,-1.105,1.343,2.563,1.282,66.07
0.201,0.089,-1.238,0.793,0.793,0.977,66.07
0.250,-0.016,-1.340,-0.488,1.404,0.610,66.07
0.181,-0.071,-0.938,0.732,4.211,1.160,66.07
0.123,0.020,-0.814,1.770,2.991,1.465,66.07
0.163,0.046,-0.907,1.038,1.404,1.404,66.07
0.168,0.005,-0.990,0.732,2.258,1.526,66.07
0.148,0.113,-0.802,1.526,2.075,1.282,66.07
0.218,0.181,-1.065,0.549,0.183,1.221,66.07
0.300,0.086,-1.159,-0.122,0.549,0.793,66.07
0.286,-0.005,-0.883,-0.916,2.441,0.732,66.07
0.230,0.086,-0.865,0.122,2.014,1.099,66.07
0.307,0.098,-1.216,0.854,0.549,1.343,66.07
0.290,0.052,-1.017,0.244,2.686,0.916,66.07
0.271,0.004,-0.823,-0.244,2.136,0.732,66.07
0.301,0.034,-1.095,0.183,-0.061,0.916,66.07
0.336,0.010,-1.225,-0.122,0.793,1.038,66.07
0.261,-0.041,-1.109,-0.061,1.648,0.671,66.07
0.278,-0.117,-1.138,-0.061,1.282,1.038,66.07
0.255,-0.120,-1.242,0.366,1.831,1.465,66.07
0.194,-0.072,-1.023,1.160,3.113,1.465,66.07
0.262,-0.040,-0.957,1.587,1.831,1.587,66.07
0.349,-0.057,-1.160,1.221,0.427,1.343,66.07
0.332,-0.100,-1.147,1.831,2.197,1.587,66.07
0.267,-0.134,-1.011,1.953,2.258,1.709,66.07
0.205,-0.080,-1.105,2.136,0.366,1.648,66.07
0.204,0.003,-1.325,2.380,0.183,1.953,66.07
0.189,0.005,-1.232,2.747,1.404,2.014,66.07
0.252,-0.019,-0.924,2.441,2.319,1.770,66.07
0.186,-0.058,-0.949,2.075,1.953,1.587,66.07
0.268,0.027,-0.961,2.869,1.465,2.136,66.07
0.382,0.057,-1.131,3.296,2.319,2.136,66.07
0.357,0.059,-0.898,2.747,3.540,1.831,66.07
0.376,0.070,-1.100,1.892,2.441,1.770,66.07
0.358,0.073,-1.109,2.563,2.441,1.648,66.07
0.307,0.038,-0.872,1.648,2.075,1.404,66.07
0.243,0.055,-1.016,0.916,0.183,1.465,66.07
0.292,0.063,-1.252,1.282,0.366,1.709,66.07
0.274,0.034,-0.956,1.770,3.540,1.770,66.07
0.183,0.105,-0.753,1.343,5.066,1.953,66.07
0.194,0.225,-1.018,1.404,2.258,1.892,66.07
0.273,0.122,-1.189,0.977,3.235,1.465,66.07
0.210,0.007,-0.661,0.488,3.967,1.831,66.07
0.292,0.040,-0.932,0.488,0.122,1.831,66.07
0.337,0.076,-1.445,-0.366,-0.427,1.831,66.07
0.223,0.073,-1.227,-0.427,3.357,1.404,66.07
0.151,0.042,-0.912,1.709,4.272,2.014,70.10
0.223,0.109,-0.878,1.160,3.296,1.953,70.10
0.173,0.135,-0.765,-0.244,3.357,1.404,70.10
0.199,0.095,-0.936,-0.244,1.404,2.075,70.10
0.258,0.045,-0.978,0.366,1.160,1.648,70.10
0.214,0.073,-0.965,-1.099,2.869,1.038,70.10
0.235,0.168,-0.972,-0.793,2.502,1.404,70.10
0.397,0.165,-1.094,-1.099,2.991,1.221,70.10
0.313,0.087,-0.764,-2.380,4.089,0.732,70.10
0.187,0.067,-0.750,-1.953,2.747,0.977,70.10
0.228,0.030,-1.082,-1.221,0.061,1.099,70.10
0.324,0.067,-1.094,-2.014,0.061,1.038,70.10
0.339,0.155,-1.222,-2.380,0.671,0.977,70.10
0.312,0.015,-1.348,-2.136,2.380,0.671,70.10
0.240,-0.047,-1.144,-0.977,4.517,1.221,70.10
0.155,0.068,-0.838,-0.427,3.784,0.977,70.10
0.237,0.159,-1.097,-1.038,0.122,0.793,70.10
0.343,0.073,-1.469,-2.930,0.977,0.488,70.10
0.263,-0.030,-0.991,-2.808,5.066,0.488,70.10
0.201,-0.055,-0.691,-1.160,4.517,1.160,70.10
0.252,-0.046,-0.927,-1.099,1.587,1.465,70.10
0.256,-0.018,-1.065,-1.404,1.587,1.160,70.10
0.284,-0.002,-0.883,-0.671,3.479,1.282,70.10
0.279,-0.029,-0.789,0.183,3.601,1.648,70.10
0.217,-0.025,-1.009,-1.282,1.282,0.854,70.10
0.131,0.021,-1.302,-1.038,-15.625,1.160,70.10
0.315,0.039,-1.416,15.320,0.732,1.343,70.10
0.423,0.050,-1.232,-0.977,2.747,1.465,70.10
0.315,0.039,-1.068,-0.977,4.211,1.465,70.10
0.264,0.049,-1.252,0.061,4.028,1.526,70.10
0.295,0.035,-1.208,0.183,4.028,1.465,70.10
0.312,0.156,-0.824,-0.549,2.991,1.343,70.10
0.355,0.095,-1.034,-1.953,1.587,0.977,70.10
0.378,0.017,-1.063,-1.526,2.014,0.610,70.10
0.299,0.037,-0.826,-0.854,4.272,1.221,70.10
0.178,0.032,-0.943,-0.854,2.014,1.099,70.10
0.249,0.104,-1.381,-1.038,0.427,1.221,70.10
0.213,0.177,-1.285,-0.854,2.197,0.916,70.10
0.173,0.096,-1.002,-0.671,5.554,0.793,70.10
0.153,0.078,-0.512,-0.366,5.310,0.793,70.10
0.070,-0.068,-0.836,-3.174,1.709,0.427,70.10
-0.049,-0.109,-1.142,-2.686,0.977,0.305,70.10
0.207,0.216,-0.954,-0.366,1.892,1.099,70.10
0.300,0.321,-0.792,-1.404,2.563,0.916,70.10
0.268,0.025,-1.033,-3.479,2.502,0.793,70.10
0.414,-0.003,-1.251,-1.160,3.479,0.916,70.10
0.488,0.087,-0.941,-1.038,4.028,1.099,70.10
0.366,0.011,-0.830,-3.052,1.221,0.305,70.10
0.209,-0.096,-1.070,-2.075,0.916,0.366,70.10
0.215,-0.081,-1.008,-1.343,2.136,1.221,70.10
0.098,-0.001,-0.802,0.427,3.662,1.282,70.10
0.227,0.115,-0.897,-0.427,2.930,0.793,70.10
0.308,0.090,-0.906,-0.671,3.479,0.671,70.10
0.292,-0.124,-0.807,-1.465,4.150,0.549,70.10
0.235,-0.086,-0.911,-0.610,3.174,0.610,70.10
0.268,0.079,-1.088,0.488,-0.366,1.099,70.10
0.432,0.026,-1.602,-1.343,-1.160,0.793,70.10
0.405,-0.100,-1.384,-2.686,2.197,15.503,70.10
0.302,-0.160,-1.000,0.366,5.676,0.793,70.10
0.197,-0.045,-0.905,2.197,4.333,1.343,70.10
0.184,0.028,-0.886,0.488,2.014,0.793,70.10
0.296,0.093,-1.175,0.427,1.282,0.977,70.59
0.358,0.097,-1.288,1.038,3.357,1.343,70.59
0.231,0.164,-0.911,1.221,4.822,0.977,70.59
0.103,0.033,-0.811,0.122,2.014,0.793,70.59
0.170,-0.154,-1.245,-0.366,-0.793,1.099,70.59
0.300,-0.156,-1.554,0.244,1.038,1.160,70.59
0.279,-0.103,-1.225,1.404,4.395,1.221,70.59
0.242,-0.074,-0.897,2.380,5.127,1.648,70.59
0.323,-0.053,-0.953,1.953,3.906,1.709,70.59
0.421,0.021,-1.134,1.831,3.906,1.648,70.59
